,Trajectory,Drug,Disease list,Disease Consensus Name List
1643,374,Parecoxib,"['L95', 'C45', 'D89', 'E01', 'E72', 'G90', 'I10', 'I22', 'I33', 'I60', 'I78', 'J04', 'J13', 'K27', 'L08', 'L20', 'L21', 'L23', 'L29', 'L50', 'L71', 'L85', 'M05', 'M31', 'M45', 'M85', 'M96', 'N62']","['vasculitis limited to skin', 'mesothelioma', 'disorders involving the immune mechanism', 'iodine-deficiency-related thyroid disorders and allied conditions', 'disorders of amino-acid metabolism', 'disorders of autonomic nervous system', 'essential (primary) hypertension', 'subsequent myocardial infarction', 'acute and subacute endocarditis', 'subarachnoid haemorrhage', 'diseases of capillaries', 'acute laryngitis and tracheitis', 'pneumonia due to streptococcus pneumoniae', 'acute with perforation', 'local infections of skin and subcutaneous tissue', 'atopic dermatitis', 'seborrhoeic dermatitis', 'allergic contact dermatitis', 'pruritus', 'urticaria', 'rosacea', 'epidermal thickening', 'seropositive rheumatoid arthritis', 'necrotising vasculopathies', 'ankylosing spondylitis', 'disorders of bone density and structure', 'postprocedural musculoskeletal disorders', 'hypertrophy of breast']"
1644,77,Dicoumarol,"['F11', 'F13', 'F19', 'B18', 'B24', 'F14', 'F15']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'chronic viral hepatitis', 'human immunodeficiency virus [hiv] disease', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to use of stimulants, including caffeine']"
1645,292,Estradiol acetate,"['E10', 'E13', 'E16']","['insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion']"
1646,411,Tipranavir,"['G31', 'F10', 'F43']","['degenerative diseases of nervous system', 'mental and behavioural disorders due to use of alcohol', 'reaction to severe stress, and adjustment disorders']"
1647,18,Sulpiride,"['E66', 'E78', 'F17', 'I10', 'K76']","['obesity', 'disorders of lipoprotein metabolism and lipidaemias', 'mental and behavioural disorders due to use of tobacco', 'essential (primary) hypertension', 'diseases of liver']"
1648,10,Methylphenidate,"['J20', 'J30', 'J42', 'L30', 'D80']","['acute bronchitis', 'vasomotor and allergic rhinitis', 'chronic bronchitis', 'dermatitis', 'immunodeficiency with antibody defects']"
1649,392,Pirlindole,"['I77', 'H57', 'I70', 'I73', 'I74', 'L03']","['disorders of arteries and arterioles', 'disorders of eye and adnexa', 'atherosclerosis', 'peripheral vascular diseases', 'arterial embolism and thrombosis', 'cellulitis']"
1650,119,Apraclonidine,"['F70', 'D75', 'D52', 'F10', 'F22', 'G31', 'L21', 'C10', 'C13', 'E53', 'H10', 'I86', 'N62']","['mild mental retardation', 'diseases of blood and blood-forming organs', 'folate deficiency anaemia', 'mental and behavioural disorders due to use of alcohol', 'persistent delusional disorders', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'malignant neoplasm of oropharynx', 'malignant neoplasm of hypopharynx', 'deficiency of b group vitamins', 'conjunctivitis', 'varicose veins of specified sites', 'hypertrophy of breast']"
1651,205,Furosemide,"['D52', 'J41', 'L71', 'F17', 'J42', 'J13', 'J39', 'K04', 'K08', 'K12', 'L08', 'N62']","['folate deficiency anaemia', 'simple and mucopurulent chronic bronchitis', 'rosacea', 'mental and behavioural disorders due to use of tobacco', 'chronic bronchitis', 'pneumonia due to streptococcus pneumoniae', 'diseases of upper respiratory tract', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures', 'stomatitis and related lesions', 'local infections of skin and subcutaneous tissue', 'hypertrophy of breast']"
1652,401,Oxymetazoline,"['F09', 'J62', 'J44', 'J47', 'K20']","['organic or symptomatic mental disorder', 'pneumoconiosis due to dust containing silica', 'chronic obstructive pulmonary disease', 'bronchiectasis', 'oesophagitis']"
1653,80,Ticagrelor,"['F17', 'J93']","['mental and behavioural disorders due to use of tobacco', 'pneumothorax']"
1654,443,Acetylcysteine,"['D75', 'D64', 'D68', 'E21', 'E83']","['diseases of blood and blood-forming organs', 'anaemias', 'coagulation defects', 'hyperparathyroidism and disorders of parathyroid gland', 'disorders of mineral metabolism']"
1655,218,Dipivefrin,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']","['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']"
1656,405,Pancuronium,"['K83', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82', 'K85', 'K86']","['diseases of biliary tract', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'acute pancreatitis', 'diseases of pancreas']"
1657,165,Dapagliflozin,"['M43', 'M48', 'M54', 'G54', 'H61']","['deforming dorsopathies', 'spondylopathies', 'dorsalgia', 'nerve root and plexus disorders', 'disorders of external ear']"
1658,244,Semaglutide,"['L71', 'K70', 'D53', 'F05', 'G31']","['rosacea', 'alcoholic liver disease', 'nutritional anaemias', 'delirium', 'degenerative diseases of nervous system']"
1659,76,Tezacaftor,"['F10', 'K70']","['mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']"
1660,131,Testosterone enanthate,"['F11', 'F13', 'F33', 'F43', 'F60']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'reaction to severe stress, and adjustment disorders', 'specific personality disorders']"
1661,232,Adinazolam,"['K20', 'K22', 'K21', 'K25', 'K26', 'K44']","['oesophagitis', 'diseases of oesophagus', 'gastro-oesophageal reflux disease', 'gastric ulcer', 'duodenal ulcer', 'diaphragmatic hernia']"
1662,291,"Antihemophilic Factor (Recombinant), PEGylated","['L89', 'N08', 'E11', 'E55', 'G61', 'I13', 'I33', 'L28']","['decubitus ulcer', 'glomerular disorders in diseases classified elsewhere', 'non-insulin-dependent diabetes mellitus', 'vitamin d deficiency', 'inflammatory polyneuropathy', 'hypertensive heart and renal disease', 'acute and subacute endocarditis', 'lichen simplex chronicus and prurigo']"
1663,15_73,Mitoxantrone,"['E10', 'E14', 'E16']","['insulin-dependent diabetes mellitus', 'diabetes mellitus', 'disorders of pancreatic internal secretion']"
1664,209,Tizanidine,"['G46', 'I63', 'I64', 'I66']","['vascular syndromes of brain in cerebrovascular diseases', 'cerebral infarction', 'stroke', 'occlusion and stenosis of cerebral arteries']"
1665,444,Fluorescein,"['E10', 'E13', 'E16', 'H26', 'H33']","['insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion', 'cataract', 'retinal detachments and breaks']"
1666,253,Repaglinide,"['E79', 'M16', 'M87']","['disorders of purine and pyrimidine metabolism', 'coxarthrosis [arthrosis of hip]', 'osteonecrosis']"
1667,189,Dimetindene,"['M45', 'E13', 'D35', 'I10', 'I12', 'I72', 'I77', 'K20', 'L98', 'N05', 'I13']","['ankylosing spondylitis', 'specified diabetes mellitus', 'benign neoplasm of endocrine glands', 'essential (primary) hypertension', 'hypertensive renal disease', 'aneurysm', 'disorders of arteries and arterioles', 'oesophagitis', 'disorders of skin and subcutaneous tissue', 'minor glomerular abnormality', 'hypertensive heart and renal disease']"
1668,106,Levosalbutamol,"['M42', 'M51', 'M54']","['spinal osteochondrosis', 'intervertebral disk disorders', 'dorsalgia']"
1669,291,Protein S human,"['L89', 'N08', 'E11', 'E55', 'G61', 'I13', 'I33', 'L28']","['decubitus ulcer', 'glomerular disorders in diseases classified elsewhere', 'non-insulin-dependent diabetes mellitus', 'vitamin d deficiency', 'inflammatory polyneuropathy', 'hypertensive heart and renal disease', 'acute and subacute endocarditis', 'lichen simplex chronicus and prurigo']"
1670,303,Aminohippuric acid,"['G40', 'G41', 'F01', 'F71']","['epilepsy', 'status epilepticus', 'vascular dementia', 'moderate mental retardation']"
1671,203,Omeprazole,"['F32', 'F48', 'B37', 'F51', 'K02', 'K04', 'K08']","['depressive episode', 'neurotic disorders', 'candidiasis', 'sleep disorders', 'dental caries', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures']"
1672,72,Delafloxacin,"['N18', 'D64', 'N19']","['chronic renal failure', 'anaemias', 'renal failure']"
1673,200,Cabozantinib,"['F09', 'F63', 'F03', 'F10', 'G31', 'L21', 'D52', 'E51', 'E53', 'I62', 'J39', 'K02', 'K12', 'M46']","['organic or symptomatic mental disorder', 'habit and impulse disorders', 'dementia', 'mental and behavioural disorders due to use of alcohol', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'folate deficiency anaemia', 'thiamine deficiency', 'deficiency of b group vitamins', 'nontraumatic intracranial haemorrhage', 'diseases of upper respiratory tract', 'dental caries', 'stomatitis and related lesions', 'inflammatory spondylopathies']"
1674,160_422,Eslicarbazepine acetate,"['M16', 'M87']","['coxarthrosis [arthrosis of hip]', 'osteonecrosis']"
1675,299,Simvastatin,"['G47', 'J30', 'F51']","['sleep disorders', 'vasomotor and allergic rhinitis', 'sleep disorders']"
1676,433,Enzalutamide,"['B18', 'C22', 'C24']","['chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract']"
1677,264,Methamphetamine,"['N39', 'A04', 'N30']","['disorders of urinary system', 'bacterial intestinal infections', 'cystitis']"
1678,437,Nabumetone,"['C61', 'C64', 'D40', 'I89']","['malignant neoplasm of prostate', 'malignant neoplasm of kidney, except renal pelvis', 'neoplasm of uncertain or unknown behaviour of male genital organs', 'non-infective disorders of lymphatic vessels and lymph nodes']"
1679,416,Ethosuximide,"['L82', 'M54', 'M79']","['seborrhoeic keratosis', 'dorsalgia', 'soft tissue disorders']"
1680,343,Olaparib,"['M89', 'F32', 'F60', 'G83']","['disorders of bone', 'depressive episode', 'specific personality disorders', 'paralytic syndromes']"
1681,72,Hyoscyamine,"['N18', 'D64', 'N19']","['chronic renal failure', 'anaemias', 'renal failure']"
1682,133,Epinephrine,"['G40', 'G41', 'G81', 'J69', 'F70']","['epilepsy', 'status epilepticus', 'hemiplegia', 'pneumonitis due to solids and liquids', 'mild mental retardation']"
1683,421,Oxygen,"['M66', 'M24', 'M65', 'M67', 'M71', 'M93', 'M94']","['spontaneous rupture of synovium and tendon', 'specific joint derangements', 'infective (teno)synovitis', 'disorders of synovium and tendon', 'bursopathies', 'osteochondropathies', 'disorders of cartilage']"
1684,315,Propiomazine,"['I20', 'B00', 'K04']","['angina pectoris', 'herpesviral [herpes simplex] infections', 'diseases of pulp and periapical tissues']"
1685,72,Chlorphenesin,"['N18', 'D64', 'N19']","['chronic renal failure', 'anaemias', 'renal failure']"
1686,238,Cyclosporine,"['K25', 'K26', 'K70', 'D52', 'D62', 'F05']","['gastric ulcer', 'duodenal ulcer', 'alcoholic liver disease', 'folate deficiency anaemia', 'acute posthaemorrhagic anaemia', 'delirium']"
1687,261,Pergolide,"['N25', 'N18', 'A04', 'B02', 'N03']","['disorders resulting from impaired renal tubular function', 'chronic renal failure', 'bacterial intestinal infections', 'zoster [herpes zoster]', 'chronic nephritic syndrome']"
1688,334,Cyproheptadine,"['L28', 'K76', 'D73', 'E51', 'M89']","['lichen simplex chronicus and prurigo', 'diseases of liver', 'diseases of spleen', 'thiamine deficiency', 'disorders of bone']"
1689,229,Amoxapine,"['J43', 'J93']","['emphysema', 'pneumothorax']"
1690,5,Methyclothiazide,"['A49', 'B27', 'J03', 'J11', 'J38', 'L50']","['bacterial infection of site', 'infectious mononucleosis', 'acute tonsillitis', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']"
1691,25,Propacetamol,"['F90', 'F91']","['hyperkinetic disorders', 'conduct disorders']"
1692,67,Alosetron,"['B20', 'B24']","['human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases', 'human immunodeficiency virus [hiv] disease']"
1693,423,Tenecteplase,"['M16', 'M87', 'M41', 'M42', 'M43', 'M62', 'G54']","['coxarthrosis [arthrosis of hip]', 'osteonecrosis', 'scoliosis', 'spinal osteochondrosis', 'deforming dorsopathies', 'disorders of muscle', 'nerve root and plexus disorders']"
1694,411,Toloxatone,"['G31', 'F10', 'F43']","['degenerative diseases of nervous system', 'mental and behavioural disorders due to use of alcohol', 'reaction to severe stress, and adjustment disorders']"
1695,158,Docetaxel,"['K92', 'D62']","['diseases of digestive system', 'acute posthaemorrhagic anaemia']"
1696,119,Telithromycin,"['F70', 'D75', 'D52', 'F10', 'F22', 'G31', 'L21', 'C10', 'C13', 'E53', 'H10', 'I86', 'N62']","['mild mental retardation', 'diseases of blood and blood-forming organs', 'folate deficiency anaemia', 'mental and behavioural disorders due to use of alcohol', 'persistent delusional disorders', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'malignant neoplasm of oropharynx', 'malignant neoplasm of hypopharynx', 'deficiency of b group vitamins', 'conjunctivitis', 'varicose veins of specified sites', 'hypertrophy of breast']"
1697,157_240,Fenoprofen,"['K80', 'K81', 'K82', 'K83']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract']"
1698,238,Clinofibrate,"['K25', 'K26', 'K70', 'D52', 'D62', 'F05']","['gastric ulcer', 'duodenal ulcer', 'alcoholic liver disease', 'folate deficiency anaemia', 'acute posthaemorrhagic anaemia', 'delirium']"
1699,215,Nonoxynol-9,"['H40', 'H25', 'H26']","['glaucoma', 'senile cataract', 'cataract']"
1700,112,Icosapent,"['B16', 'B18', 'K73', 'C22']","['acute hepatitis b', 'chronic viral hepatitis', 'chronic hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts']"
1701,384,Drospirenone,"['F01', 'G40', 'G41', 'I62']","['vascular dementia', 'epilepsy', 'status epilepticus', 'nontraumatic intracranial haemorrhage']"
1702,111,Zonisamide,"['B16', 'K73', 'B18', 'C22']","['acute hepatitis b', 'chronic hepatitis', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts']"
1703,390,Iron,"['G91', 'I60', 'D73', 'F52', 'G30', 'L28', 'E11', 'E55', 'F00', 'F05', 'H49', 'A48', 'C76', 'D34', 'H60', 'L08', 'M00', 'N04']","['hydrocephalus', 'subarachnoid haemorrhage', 'diseases of spleen', 'sexual dysfunction', ""alzheimer's disease"", 'lichen simplex chronicus and prurigo', 'non-insulin-dependent diabetes mellitus', 'vitamin d deficiency', ""dementia in alzheimer's disease"", 'delirium', 'paralytic strabismus', 'bacterial diseases', 'malignant neoplasm of ill-defined sites', 'benign neoplasm of thyroid gland', 'otitis externa', 'local infections of skin and subcutaneous tissue', 'pyogenic arthritis', 'nephrotic syndrome']"
1704,57,Cinacalcet,"['E87', 'F10', 'F12', 'F17', 'F20', 'F60', 'F63']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of tobacco', 'schizophrenia', 'specific personality disorders', 'habit and impulse disorders']"
1705,119,Methylprednisolone,"['F70', 'D75', 'D52', 'F10', 'F22', 'G31', 'L21', 'C10', 'C13', 'E53', 'H10', 'I86', 'N62']","['mild mental retardation', 'diseases of blood and blood-forming organs', 'folate deficiency anaemia', 'mental and behavioural disorders due to use of alcohol', 'persistent delusional disorders', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'malignant neoplasm of oropharynx', 'malignant neoplasm of hypopharynx', 'deficiency of b group vitamins', 'conjunctivitis', 'varicose veins of specified sites', 'hypertrophy of breast']"
1706,333_412,Rosuvastatin,"['K80', 'K81', 'K82']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder']"
