,Unnamed: 0.1,Unnamed: 0,ICD,Drug,Consensus Name,Disease Name,PubMed_query_name,PubMed count
781,781,769,I71,Dimetindene,aortic aneurysm and dissection,"aortic aneurysm and dissection;dissection of aorta [any part];thoracic aortic aneurysm, ruptured;thoracic aortic aneurysm, without mention of rupture;abdominal aortic aneurysm, ruptured;abdominal aortic aneurysm, without mention of rupture;thoracoabdominal aortic aneurysm, ruptured;thoracoabdominal aortic aneurysm, without mention of rupture;aortic aneurysm of unspecified site, ruptured;aortic aneurysm of unspecified site, without mention of rupture",aortic aneurysm and dissection,2.0
782,782,770,I50,Equilin,heart failure,"heart failure;congestive heart failure;left ventricular failure;heart failure, unspecified",heart failure,0.0
783,783,771,F11,Hexylcaine,mental and behavioural disorders due to use of opioids,mental and behavioural disorders due to use of opioids;acute intoxication;harmful use;dependence syndrome;withdrawal state;withdrawal state with delirium;psychotic disorder;amnesic syndrome;residual and late-onset psychotic disorder;other mental and behavioural disorders;unspecified mental and behavioural disorder,mental and behavioural disorders due to use of opioids,0.0
784,784,772,G61,Interferon alfa-n1,inflammatory polyneuropathy,"inflammatory polyneuropathy;guillain-barre syndrome;serum neuropathy;other inflammatory polyneuropathies;inflammatory polyneuropathy, unspecified",inflammatory polyneuropathy,0.0
785,785,773,E78,Rubidium Rb-82,disorders of lipoprotein metabolism and lipidaemias,"disorders of lipoprotein metabolism and other lipidaemias;pure hypercholesterolaemia;pure hyperglyceridaemia;mixed hyperlipidaemia;hyperchylomicronaemia;other hyperlipidaemia;hyperlipidaemia, unspecified;lipoprotein deficiency;other disorders of lipoprotein metabolism;disorder of lipoprotein metabolism, unspecified",disorders of lipoprotein metabolism and lipidaemias,1.0
786,786,774,L71,Pravastatin,rosacea,"rosacea;perioral dermatitis;rhinophyma;other rosacea;rosacea, unspecified",rosacea,1.0
787,787,775,K80,Macitentan,cholelithiasis,cholelithiasis;calculus of gallbladder with acute cholecystitis;calculus of gallbladder with other cholecystitis;calculus of gallbladder without cholecystitis;calculus of bile duct with cholangitis;calculus of bile duct with cholecystitis;calculus of bile duct without cholangitis or cholecystitis;other cholelithiasis,cholelithiasis,0.0
788,788,776,N32,Tenoxicam,disorders of bladder,"other disorders of bladder;bladder-neck obstruction;vesicointestinal fistula;vesical fistula, not elsewhere classified;diverticulum of bladder;rupture of bladder, nontraumatic;other specified disorders of bladder;bladder disorder, unspecified",disorders of bladder,1.0
789,789,777,M13,Zotepine,arthritis,"other arthritis;polyarthritis, unspecified;monoarthritis, not elsewhere classified;other specified arthritis;arthritis, unspecified",arthritis,0.0
790,790,778,I67,Vitamin C,cerebrovascular diseases,"other cerebrovascular diseases;dissection of cerebral arteries, nonruptured;cerebral aneurysm, nonruptured;cerebral atherosclerosis;progressive vascular leukoencephalopathy;hypertensive encephalopathy;moyamoya disease;nonpyogenic thrombosis of intracranial venous system;cerebral arteritis, not elsewhere classified;other specified cerebrovascular diseases;cerebrovascular disease, unspecified",cerebrovascular diseases,427.0
791,791,779,I61,Ulobetasol,intracerebral haemorrhage,"intracerebral haemorrhage;intracerebral haemorrhage in hemisphere, subcortical;intracerebral haemorrhage in hemisphere, cortical;intracerebral haemorrhage in hemisphere, unspecified;intracerebral haemorrhage in brain stem;intracerebral haemorrhage in cerebellum;intracerebral haemorrhage, intraventricular;intracerebral haemorrhage, multiple localised;other intracerebral haemorrhage;intracerebral haemorrhage, unspecified",intracerebral haemorrhage,0.0
792,792,780,D59,Hydromorphone,acquired haemolytic anaemia,"acquired haemolytic anaemia;drug-induced autoimmune haemolytic anaemia;other autoimmune haemolytic anaemias;drug-induced nonautoimmune haemolytic anaemia;haemolytic-uraemic syndrome;other nonautoimmune haemolytic anaemias;paroxysmal nocturnal haemoglobinuria [marchiafava-micheli];haemoglobinuria due to haemolysis from other external causes;other acquired haemolytic anaemias;acquired haemolytic anaemia, unspecified",acquired haemolytic anaemia,0.0
793,793,781,F29,Leflunomide,unspecified nonorganic psychosis,unspecified nonorganic psychosis,psychosis,1.0
794,794,782,B24,Methazolamide,unspecified human immunodeficiency virus [hiv] disease,unspecified human immunodeficiency virus [hiv] disease,human immunodeficiency virus [hiv] disease,0.0
795,795,783,I45,Clotiazepam,conduction disorders,"other conduction disorders;right fascicular block;other and unspecified right bundle-branch block;bifascicular block;trifascicular block;nonspecific intraventricular block;other specified heart block;preexcitation syndrome;other specified conduction disorders;conduction disorder, unspecified",conduction disorders,0.0
796,796,784,F14,Mometasone,mental and behavioural disorders due to use of cocaine,mental and behavioural disorders due to use of cocaine;acute intoxication;harmful use;dependence syndrome;withdrawal state;withdrawal state with delirium;psychotic disorder;amnesic syndrome;residual and late-onset psychotic disorder;other mental and behavioural disorders;unspecified mental and behavioural disorder,mental and behavioural disorders due to use of cocaine,0.0
797,797,785,G57,Flumazenil,mononeuropathies of lower limb,"mononeuropathies of lower limb;lesion of sciatic nerve;meralgia paraesthetica;lesion of femoral nerve;lesion of lateral popliteal nerve;lesion of medial popliteal nerve;tarsal tunnel syndrome;lesion of plantar nerve;other mononeuropathies of lower limb;mononeuropathy of lower limb, unspecified",mononeuropathies of lower limb,0.0
798,798,786,M34,Apomorphine,systemic sclerosis,"systemic sclerosis;progressive systemic sclerosis;cr(e)st syndrome;systemic sclerosis induced by drugs and chemicals;other forms of systemic sclerosis;systemic sclerosis, unspecified",systemic sclerosis,1.0
799,799,787,M13,Primaquine,arthritis,"other arthritis;polyarthritis, unspecified;monoarthritis, not elsewhere classified;other specified arthritis;arthritis, unspecified",arthritis,5.0
800,800,788,E56,Prednisone,vitamin deficiencies,"other vitamin deficiencies;deficiency of vitamin e;deficiency of vitamin k;deficiency of other vitamins;vitamin deficiency, unspecified",vitamin deficiencies,137.0
801,801,789,J60,Glucosamine,coalworker's pneumoconiosis,coalworker's pneumoconiosis,coalworker's pneumoconiosis,0.0
802,802,790,L95,Fluticasone propionate,"vasculitis limited to skin, not elsewhere classified","vasculitis limited to skin, not elsewhere classified;livedoid vasculitis;erythema elevatum diutinum;other vasculitis limited to skin;vasculitis limited to skin, unspecified",vasculitis limited to skin,3.0
803,803,791,A17,Epirubicin,tuberculosis of nervous system,"tuberculosis of nervous system;tuberculous meningitis;meningeal tuberculoma;other tuberculosis of nervous system;tuberculosis of nervous system, unspecified",tuberculosis of nervous system,0.0
804,804,792,N62,Coccidioides immitis spherule,hypertrophy of breast,hypertrophy of breast,hypertrophy of breast,0.0
805,805,793,K83,Nitric Oxide,diseases of biliary tract,"other diseases of biliary tract;cholangitis;obstruction of bile duct;perforation of bile duct;fistula of bile duct;spasm of sphincter of oddi;biliary cyst;other specified diseases of biliary tract;disease of biliary tract, unspecified",diseases of biliary tract,
806,806,794,A48,Metixene,"bacterial diseases, not elsewhere classified","other bacterial diseases, not elsewhere classified;gas gangrene;legionnaires' disease;nonpneumonic legionnaires' disease [pontiac fever];toxic shock syndrome;brazilian purpuric fever;other specified bacterial diseases",bacterial diseases,0.0
807,807,795,B18,Troleandomycin,chronic viral hepatitis,"chronic viral hepatitis;chronic viral hepatitis b with delta-agent;chronic viral hepatitis b without delta-agent;chronic viral hepatitis c;other chronic viral hepatitis;chronic viral hepatitis, unspecified",chronic viral hepatitis,0.0
808,808,796,G61,Gluconolactone,inflammatory polyneuropathy,"inflammatory polyneuropathy;guillain-barre syndrome;serum neuropathy;other inflammatory polyneuropathies;inflammatory polyneuropathy, unspecified",inflammatory polyneuropathy,0.0
809,809,797,M71,Pimavanserin,bursopathies,"other bursopathies;abscess of bursa;other infective bursitis;synovial cyst of popliteal space [baker];other bursal cyst;calcium deposit in bursa;other bursitis, not elsewhere classified;other specified bursopathies;bursopathy, unspecified",bursopathies,0.0
810,810,798,F20,Stiripentol,schizophrenia,"schizophrenia;paranoid schizophrenia;hebephrenic schizophrenia;catatonic schizophrenia;undifferentiated schizophrenia;postschizophrenic depression;residual schizophrenia;simple schizophrenia;other schizophrenia;schizophrenia, unspecified",schizophrenia,0.0
811,811,799,C80,Prednicarbate,malignant neoplasm without specification of site,"malignant neoplasm without specification of site;malignant neoplasm, primary site unknown, so stated;malignant neoplasm, unspecified",malignant neoplasm,2.0
812,812,800,A85,Perphenazine,"viral encephalitis, not elsewhere classified","other viral encephalitis, not elsewhere classified;enteroviral encephalitis;adenoviral encephalitis;arthropod-borne viral encephalitis, unspecified;other specified viral encephalitis",viral encephalitis,0.0
813,813,801,E14,Eprosartan,unspecified diabetes mellitus,unspecified diabetes mellitus;with coma;with ketoacidosis;withrenal complications;with ophthalmic complications;with neurological complications;with peripheral circulatory complications;with other specified complications;with multiple complications;with unspecified complications;without complications,diabetes mellitus,29.0
814,814,802,J67,Metformin,hypersensitivity pneumonitis due to organic dust,hypersensitivity pneumonitis due to organic dust;farmer's lung;bagassosis;bird fancier's lung;suberosis;maltworker's lung;mushroom-worker's lung;maple-bark-stripper's lung;air-conditioner and humidifier lung;hypersensitivity pneumonitis due to other organic dusts;hypersensitivity pneumonitis due to unspecified organic dust,hypersensitivity pneumonitis due to organic dust,0.0
815,815,803,H06,Efalizumab,disorders of lachrymal system and orbit in diseases classified elsewhere,disorders of lachrymal system and orbit in diseases classified elsewhere;disorders of lachrymal system in diseases classified elsewhere;parasitic infestation of orbit in diseases classified elsewhere;dysthyroid exophthalmos;other disorders of orbit in diseases classified elsewhere,disorders of lachrymal system and orbit in diseases classified elsewhere,0.0
816,816,804,C45,Ondansetron,mesothelioma,"mesothelioma;mesothelioma of pleura;mesothelioma of peritoneum;mesothelioma of pericardium;mesothelioma of other sites;mesothelioma, unspecified",mesothelioma,3.0
817,817,805,D75,Neostigmine,diseases of blood and blood-forming organs,"other diseases of blood and blood-forming organs;familial erythrocytosis;secondary polycythaemia;essential thrombocytosis;other specified diseases of blood and blood-forming organs;disease of blood and blood-forming organs, unspecified",diseases of blood and blood-forming organs,156.0
818,818,806,E73,Ifosfamide,lactose intolerance,"lactose intolerance;congenital lactase deficiency;secondary lactase deficiency;other lactose intolerance;lactose intolerance, unspecified",lactose intolerance,0.0
819,819,807,I80,Bifonazole,phlebitis and thrombophlebitis,"phlebitis and thrombophlebitis;phlebitis and thrombophlebitis of superficial vessels of lower extremities;phlebitis and thrombophlebitis of femoral vein;phlebitis and thrombophlebitis of other deep vessels of lower extremities;phlebitis and thrombophlebitis of lower extremities, unspecified;phlebitis and thrombophlebitis of other sites;phlebitis and thrombophlebitis of unspecified site",phlebitis and thrombophlebitis,0.0
820,820,808,M77,Aminohippuric acid,enthesopathies,"other enthesopathies;medial epicondylitis;lateral epicondylitis;periarthritis of wrist;calcaneal spur;metatarsalgia;other enthesopathy of foot;other enthesopathies, not elsewhere classified;enthesopathy, unspecified",enthesopathies,0.0
