,Trajectory,Drug,Disease list,Disease Consensus Name List
1730,352,Azathioprine,"['K50', 'A02', 'B34', 'D52', 'D53', 'E07', 'E46', 'E72', 'F09', 'G60', 'G70', 'G83', 'G90', 'H49', 'H61', 'I10', 'I30', 'I99', 'J02', 'J04', 'J11', 'J30', 'J41', 'K20', 'K27', 'K30', 'K46', 'K73', 'K75', 'L08', 'L28', 'L29', 'L50', 'L82', 'L85', 'M00', 'M34', 'M40', 'M46', 'N12']","[""crohn's disease [regional enteritis]"", 'salmonella infections', 'viral infection of site', 'folate deficiency anaemia', 'nutritional anaemias', 'disorders of thyroid', 'protein-energy malnutrition', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'hereditary and idiopathic neuropathy', 'myasthenia gravis and myoneural disorders', 'paralytic syndromes', 'disorders of autonomic nervous system', 'paralytic strabismus', 'disorders of external ear', 'essential (primary) hypertension', 'acute pericarditis', 'disorders of circulatory system', 'acute pharyngitis', 'acute laryngitis and tracheitis', 'influenza virus', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'oesophagitis', 'acute with perforation', 'dyspepsia', 'abdominal hernia', 'chronic hepatitis', 'inflammatory liver diseases', 'local infections of skin and subcutaneous tissue', 'lichen simplex chronicus and prurigo', 'pruritus', 'urticaria', 'seborrhoeic keratosis', 'epidermal thickening', 'pyogenic arthritis', 'systemic sclerosis', 'kyphosis and lordosis', 'inflammatory spondylopathies', 'tubulo-interstitial nephritis']"
1731,223,Technetium Tc-99m mebrofenin,"['K83', 'C25']","['diseases of biliary tract', 'malignant neoplasm of pancreas']"
1732,176,Sunitinib,"['D53', 'F10', 'G62', 'I85', 'K74', 'F12']","['nutritional anaemias', 'mental and behavioural disorders due to use of alcohol', 'polyneuropathies', 'oesophageal varices', 'fibrosis and cirrhosis of liver', 'mental and behavioural disorders due to use of cannabinoids']"
1733,208,Quazepam,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']","['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']"
1734,44,Trametinib,"['F11', 'F13', 'F19']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']"
1735,46,Iron saccharate,"['F32', 'F33', 'F41', 'F44', 'F45', 'L98']","['depressive episode', 'recurrent depressive disorder', 'anxiety disorders', 'dissociative [conversion] disorders', 'somatoform disorders', 'disorders of skin and subcutaneous tissue']"
1736,403,Melatonin,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']"
1737,374,Diphenhydramine,"['H10', 'F13', 'F33', 'F41', 'F43', 'F45', 'K59']","['conjunctivitis', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'functional intestinal disorders']"
1738,237,Fospropofol,"['N35', 'N39', 'N76', 'N81', 'N10', 'N30']","['urethral stricture', 'disorders of urinary system', 'inflammation of vagina and vulva', 'female genital prolapse', 'acute tubulo-interstitial nephritis', 'cystitis']"
1739,442,Immune Globulin Human,"['G95', 'M47', 'M48', 'M93']","['diseases of spinal cord', 'spondylosis', 'spondylopathies', 'osteochondropathies']"
1740,156,Levobupivacaine,"['E21', 'N18', 'N19', 'I15', 'N17']","['hyperparathyroidism and disorders of parathyroid gland', 'chronic renal failure', 'renal failure', 'secondary hypertension', 'acute renal failure']"
1741,120,Quinethazone,"['F31', 'F10', 'K70']","['bipolar affective disorder', 'mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']"
1742,364,Phenylbutyric acid,"['E14', 'E16', 'I79', 'L03', 'M86', 'N08']","['diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of arteries, arterioles and capillaries in diseases classified elsewhere', 'cellulitis', 'osteomyelitis', 'glomerular disorders in diseases classified elsewhere']"
1743,43,Granisetron,"['E87', 'F10', 'F12']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']"
1744,121,Ergocalciferol,"['F14', 'F11']","['mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to use of opioids']"
1745,70,Alvimopan,"['K66', 'N73', 'N80', 'N83', 'N94']","['disorders of peritoneum', 'female pelvic inflammatory diseases', 'endometriosis', 'noninflammatory disorders of ovary, fallopian tube and broad ligament', 'pain and conditions associated with female genital organs and menstrual cycle']"
1746,75,Methylphenobarbital,"['E11', 'E66', 'G47', 'M51', 'E65']","['non-insulin-dependent diabetes mellitus', 'obesity', 'sleep disorders', 'intervertebral disk disorders', 'localised adiposity']"
1747,179,Pipecuronium,"['E13', 'E11', 'G63', 'L03', 'M86', 'N08']","['specified diabetes mellitus', 'non-insulin-dependent diabetes mellitus', 'polyneuropathy in diseases classified elsewhere', 'cellulitis', 'osteomyelitis', 'glomerular disorders in diseases classified elsewhere']"
1748,28,Pentoxyverine,"['J30', 'J45', 'J46']","['vasomotor and allergic rhinitis', 'asthma', 'status asthmaticus']"
1749,120,Phenformin,"['F31', 'F10', 'K70']","['bipolar affective disorder', 'mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']"
1750,121,Bromfenac,"['F14', 'F11']","['mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to use of opioids']"
1751,239,Loteprednol,"['E21', 'N18', 'N19', 'N17']","['hyperparathyroidism and disorders of parathyroid gland', 'chronic renal failure', 'renal failure', 'acute renal failure']"
1752,132,Valproic Acid,"['I10', 'I11', 'I20', 'I47', 'I63']","['essential (primary) hypertension', 'hypertensive heart disease', 'angina pectoris', 'paroxysmal tachycardia', 'cerebral infarction']"
1753,403,Pentoxyverine,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']"
1754,394,Leflunomide,"['I73', 'I70', 'M34', 'I74']","['peripheral vascular diseases', 'atherosclerosis', 'systemic sclerosis', 'arterial embolism and thrombosis']"
1755,209,Nylidrin,"['I63', 'I64', 'I65', 'G46']","['cerebral infarction', 'stroke', 'occlusion and stenosis of precerebral arteries', 'vascular syndromes of brain in cerebrovascular diseases']"
1756,292,Lutetium Lu 177 dotatate,"['H90', 'H91', 'H93', 'H81']","['conductive and sensorineural hearing loss', 'hearing loss', 'disorders of ear', 'disorders of vestibular function']"
1757,140,Bortezomib,"['J44', 'J43', 'J96']","['chronic obstructive pulmonary disease', 'emphysema', 'respiratory failure']"
1758,48,Naldemedine,"['F60', 'F91']","['specific personality disorders', 'conduct disorders']"
1759,65_103,Cinchocaine,"['B18', 'F10', 'F11', 'F12', 'F13', 'F14', 'F19']","['chronic viral hepatitis', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']"
1760,176,Prednisolone,"['D53', 'F10', 'G62', 'I85', 'K74', 'F12']","['nutritional anaemias', 'mental and behavioural disorders due to use of alcohol', 'polyneuropathies', 'oesophageal varices', 'fibrosis and cirrhosis of liver', 'mental and behavioural disorders due to use of cannabinoids']"
1761,279,Palonosetron,"['F06', 'F48', 'F32', 'F40', 'F44', 'D16', 'F11', 'F22', 'F51', 'J00', 'J37', 'L28', 'N89']","['mental disorders due to brain damage and dysfunction and to physical disease', 'neurotic disorders', 'depressive episode', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'benign neoplasm of bone and articular cartilage', 'mental and behavioural disorders due to use of opioids', 'persistent delusional disorders', 'sleep disorders', 'acute nasopharyngitis [common cold]', 'chronic laryngitis and laryngotracheitis', 'lichen simplex chronicus and prurigo', 'noninflammatory disorders of vagina']"
1762,122,Oxaprozin,"['F17', 'J20', 'J44', 'J43', 'J96']","['mental and behavioural disorders due to use of tobacco', 'acute bronchitis', 'chronic obstructive pulmonary disease', 'emphysema', 'respiratory failure']"
1763,382,Desmopressin,"['G93', 'I46']","['disorders of brain', 'cardiac arrest']"
1764,193,Epinastine,"['M51', 'M43', 'M48', 'G54', 'G57', 'M40', 'M54', 'M96']","['intervertebral disk disorders', 'deforming dorsopathies', 'spondylopathies', 'nerve root and plexus disorders', 'mononeuropathies of lower limb', 'kyphosis and lordosis', 'dorsalgia', 'postprocedural musculoskeletal disorders']"
1765,425,Omeprazole,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']","['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']"
1766,372,Levonorgestrel,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']"
1767,395,Sorafenib,"['I84', 'K60', 'K64']","['haemorrhoids', 'fissure and fistula of anal and rectal regions', 'haemorrhoids and perianal venous thrombosis']"
1768,244,Mefloquine,"['A08', 'J31', 'M46', 'A49', 'K29', 'K55', 'D22', 'K20', 'L28', 'N60']","['viral and specified intestinal infections', 'chronic rhinitis, nasopharyngitis and pharyngitis', 'inflammatory spondylopathies', 'bacterial infection of site', 'gastritis and duodenitis', 'vascular disorders of intestine', 'melanocytic naevi', 'oesophagitis', 'lichen simplex chronicus and prurigo', 'benign mammary dysplasia']"
1769,270,Tiaprofenic acid,"['C50', 'D05', 'D24', 'N64']","['malignant neoplasm of breast', 'carcinoma in situ of breast', 'benign neoplasm of breast', 'disorders of breast']"
1770,43,Trichlormethiazide,"['E87', 'F10', 'F12']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']"
1771,354,Lurasidone,"['L72', 'N92', 'D21', 'D23', 'D72', 'E65', 'K35', 'L50', 'M84', 'N35', 'N87', 'N94']","['follicular cysts of skin and subcutaneous tissue', 'excessive, frequent and irregular menstruation', 'benign neoplasms of connective and soft tissue', 'benign neoplasms of skin', 'disorders of white blood cells', 'localised adiposity', 'acute appendicitis', 'urticaria', 'disorders of continuity of bone', 'urethral stricture', 'dysplasia of cervix uteri', 'pain and conditions associated with female genital organs and menstrual cycle']"
1772,53,Nandrolone phenpropionate,"['J30', 'J45', 'J46', 'L20']","['vasomotor and allergic rhinitis', 'asthma', 'status asthmaticus', 'atopic dermatitis']"
1773,121,Glyburide,"['F14', 'F11']","['mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to use of opioids']"
1774,133,Doxazosin,"['I47', 'I49']","['paroxysmal tachycardia', 'cardiac arrhythmias']"
1775,425,Diethylpropion,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']","['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']"
1776,419,Ospemifene,"['C80', 'D63', 'D70', 'C23', 'C78', 'C79', 'D48', 'M84']","['malignant neoplasm', 'anaemia in chronic diseases classified elsewhere', 'agranulocytosis', 'malignant neoplasm of gallbladder', 'secondary malignant neoplasm of respiratory and digestive organs', 'secondary malignant neoplasm of specified sites', 'neoplasm of uncertain or unknown behaviour of sites', 'disorders of continuity of bone']"
1777,69,Pyrazinamide,"['K66', 'N73', 'N80', 'N94']","['disorders of peritoneum', 'female pelvic inflammatory diseases', 'endometriosis', 'pain and conditions associated with female genital organs and menstrual cycle']"
1778,438,Diazoxide,"['K85', 'K86', 'C23', 'K80', 'K81', 'K82']","['acute pancreatitis', 'diseases of pancreas', 'malignant neoplasm of gallbladder', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']"
1779,430,Ibritumomab tiuxetan,"['G40', 'G41', 'G81']","['epilepsy', 'status epilepticus', 'hemiplegia']"
1780,376,Talbutal,"['G21', 'F02', 'G20']","['secondary parkinsonism', 'dementia in diseases classified elsewhere', ""parkinson's disease""]"
1781,274,Pentazocine,"['E16', 'E10', 'E13', 'G63']","['disorders of pancreatic internal secretion', 'insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'polyneuropathy in diseases classified elsewhere']"
1782,76_186_187,Prasugrel,"['F20', 'F25']","['schizophrenia', 'schizoaffective disorders']"
1783,148_222,Bisoprolol,"['K80', 'K81', 'K82', 'K83']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract']"
1784,121,Nadolol,"['F14', 'F11']","['mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to use of opioids']"
1785,243,Succinylcholine,"['A04', 'K80', 'K81', 'K82', 'D72']","['bacterial intestinal infections', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'disorders of white blood cells']"
1786,367,Carvedilol,"['F00', 'F01', 'F03', 'G30', 'F05']","[""dementia in alzheimer's disease"", 'vascular dementia', 'dementia', ""alzheimer's disease"", 'delirium']"
1787,61,Propacetamol,"['N12', 'N30', 'N39', 'N73', 'N76']","['tubulo-interstitial nephritis', 'cystitis', 'disorders of urinary system', 'female pelvic inflammatory diseases', 'inflammation of vagina and vulva']"
1788,401,Nimesulide,"['J98', 'J45', 'J96']","['respiratory disorders', 'asthma', 'respiratory failure']"
1789,61,Tenoxicam,"['N12', 'N30', 'N39', 'N73', 'N76']","['tubulo-interstitial nephritis', 'cystitis', 'disorders of urinary system', 'female pelvic inflammatory diseases', 'inflammation of vagina and vulva']"
1790,411,"Synthetic Conjugated Estrogens, A","['G95', 'M41', 'M42', 'M43', 'M48', 'M62', 'G54', 'M47', 'M51', 'M54', 'M93', 'M96']","['diseases of spinal cord', 'scoliosis', 'spinal osteochondrosis', 'deforming dorsopathies', 'spondylopathies', 'disorders of muscle', 'nerve root and plexus disorders', 'spondylosis', 'intervertebral disk disorders', 'dorsalgia', 'osteochondropathies', 'postprocedural musculoskeletal disorders']"
