ICD	Disease Name	Consensus Name	PubMed_query_name
M31	"other necrotising vasculopathies;hypersensitivity angiitis;thrombotic microangiopathy;lethal midline granuloma;wegener's granulomatosis;aortic arch syndrome [takayasu];giant cell arteritis with polymyalgia rheumatica;other giant cell arteritis;microscopic polyangiitis;other specified necrotising vasculopathies;necrotising vasculopathy, unspecified"	necrotising vasculopathies	necrotising vasculopathies
M32	"systemic lupus erythematosus;drug-induced systemic lupus erythematosus;systemic lupus erythematosus with organ or system involvement;other forms of systemic lupus erythematosus;systemic lupus erythematosus, unspecified"	systemic lupus erythematosus	systemic lupus erythematosus
M33	"dermatopolymyositis;juvenile dermatomyositis;other dermatomyositis;polymyositis;dermatopolymyositis, unspecified"	dermatopolymyositis	dermatopolymyositis
M34	"systemic sclerosis;progressive systemic sclerosis;cr(e)st syndrome;systemic sclerosis induced by drugs and chemicals;other forms of systemic sclerosis;systemic sclerosis, unspecified"	systemic sclerosis	systemic sclerosis
M35	"other systemic involvement of connective tissue;sicca syndrome [sjogren];other overlap syndromes;behcet's disease;polymyalgia rheumatica;diffuse (eosinophilic) fasciitis;multifocal fibrosclerosis;relapsing panniculitis [weber-christian];hypermobility syndrome;other specified systemic involvement of connective tissue;systemic involvement of connective tissue, unspecified"	systemic involvement of connective tissue	systemic involvement of connective tissue
M36	systemic disorders of connective tissue in diseases classified elsewhere;dermato(poly)myositis in neoplastic disease;arthropathy in neoplastic disease;haemophilic arthropathy;arthropathy in other blood disorders;arthropathy in hypersensitivity reactions classified elsewhere;systemic disorders of connective tissue in other diseases classified elsewhere	systemic disorders of connective tissue in diseases classified elsewhere	systemic disorders of connective tissue in diseases classified elsewhere
M40	"kyphosis and lordosis;postural kyphosis;other secondary kyphosis;other and unspecified kyphosis;flatback syndrome;other lordosis;lordosis, unspecified"	kyphosis and lordosis	kyphosis and lordosis
M41	"scoliosis;infantile idiopathic scoliosis;juvenile idiopathic scoliosis;other idiopathic scoliosis;thoracogenic scoliosis;neuromuscular scoliosis;other secondary scoliosis;other forms of scoliosis;scoliosis, unspecified"	scoliosis	scoliosis
M42	"spinal osteochondrosis;juvenile osteochondrosis of spine;adult osteochondrosis of spine;spinal osteochondrosis, unspecified"	spinal osteochondrosis	spinal osteochondrosis
M43	"other deforming dorsopathies;spondylolysis;spondylolisthesis;other fusion of spine;recurrent atlantoaxial subluxation with myelopathy;other recurrent atlantoaxial subluxation;other recurrent vertebral subluxation;torticollis;other specified deforming dorsopathies;deforming dorsopathy, unspecified"	deforming dorsopathies	deforming dorsopathies
M45	ankylosing spondylitis	ankylosing spondylitis	ankylosing spondylitis
M46	"other inflammatory spondylopathies;spinal enthesopathy;sacro-iliitis, not elsewhere classified;osteomyelitis of vertebra;infection of intervertebral disk (pyogenic);discitis, unspecified;other infective spondylopathies;other specified inflammatory spondylopathies;inflammatory spondylopathy, unspecified"	inflammatory spondylopathies	inflammatory spondylopathies
M47	"spondylosis;anterior spinal and vertebral artery compression syndromes;other spondylosis with myelopathy;other spondylosis with radiculopathy;other spondylosis;spondylosis, unspecified"	spondylosis	spondylosis
M48	"other spondylopathies;spinal stenosis;ankylosing hyperostosis [forestier];kissing spine;traumatic spondylopathy;fatigue fracture of vertebra;collapsed vertebra, not elsewhere classified;other specified spondylopathies;spondylopathy, unspecified"	spondylopathies	spondylopathies
M49	spondylopathies in diseases classified elsewhere;tuberculosis of spine;brucella spondylitis;enterobacterial spondylitis;spondylopathy in other infectious and parasitic diseases classified elsewhere;neuropathic spondylopathy;collapsed vertebra in diseases classified elsewhere;spondylopathy in other diseases classified elsewhere	spondylopathies in diseases classified elsewhere	spondylopathies in diseases classified elsewhere
M50	"cervical disk disorders;cervical disk disorder with myelopathy;cervical disk disorder with radiculopathy;other cervical disk displacement;other cervical disk degeneration;other cervical disk disorders;cervical disk disorder, unspecified"	cervical disk disorders	cervical disk disorders
M51	"other intervertebral disk disorders;lumbar and other intervertebral disk disorders with myelopathy;lumbar and other intervertebral disk disorders with radiculopathy;other specified intervertebral disk displacement;other specified intervertebral disk degeneration;schmorl's nodes;other specified intervertebral disk disorders;intervertebral disk disorder, unspecified"	intervertebral disk disorders	intervertebral disk disorders
M53	"other dorsopathies, not elsewhere classified;cervicocranial syndrome;cervicobrachial syndrome;spinal instabilities;sacrococcygeal disorders, not elsewhere classified;other specified dorsopathies;dorsopathy, unspecified"	"dorsopathies, not elsewhere classified"	dorsopathies
M54	"dorsalgia;panniculitis affecting regions of neck and back;radiculopathy;cervicalgia;sciatica;lumbago with sciatica;low back pain;pain in thoracic spine;other dorsalgia;dorsalgia, unspecified"	dorsalgia	dorsalgia
M60	"myositis;infective myositis;interstitial myositis;foreign body granuloma of soft tissue, not elsewhere classified;other myositis;myositis, unspecified"	myositis	myositis
M61	"calcification and ossification of muscle;myositis ossificans traumatica;myositis ossificans progressiva;paralytic calcification and ossification of muscle;calcification and ossification of muscles associated with burns;other calcification of muscle;other ossification of muscle;calcification and ossification of muscle, unspecified"	calcification and ossification of muscle	calcification and ossification of muscle
M62	"other disorders of muscle;diastasis of muscle;other rupture of muscle (nontraumatic);ischaemic infarction of muscle;immobility syndrome (paraplegic);contracture of muscle;muscle wasting and atrophy, not elsewhere classified;muscle strain;other specified disorders of muscle;disorder of muscle, unspecified"	disorders of muscle	disorders of muscle
M63	disorders of muscle in diseases classified elsewhere;myositis in bacterial diseases classified elsewhere;myositis in protozoal and parasitic infections classified elsewhere;myositis in other infectious diseases classified elsewhere;myositis in sarcoidosis;other disorders of muscle in diseases classified elsewhere	disorders of muscle in diseases classified elsewhere	disorders of muscle in diseases classified elsewhere
M65	"synovitis and tenosynovitis;abscess of tendon sheath;other infective (teno)synovitis;calcific tendinitis;trigger finger;radial styloid tenosynovitis [de quervain];other synovitis and tenosynovitis;synovitis and tenosynovitis, unspecified"	infective (teno)synovitis	infective (teno)synovitis
M66	spontaneous rupture of synovium and tendon;rupture of popliteal cyst;rupture of synovium;spontaneous rupture of extensor tendons;spontaneous rupture of flexor tendons;spontaneous rupture of other tendons;spontaneous rupture of unspecified tendon	spontaneous rupture of synovium and tendon	spontaneous rupture of synovium and tendon
M67	"other disorders of synovium and tendon;short achilles tendon (acquired);other contracture of tendon (sheath);synovial hypertrophy, not elsewhere classified;transient synovitis;ganglion;other specified disorders of synovium and tendon;disorder of synovium and tendon, unspecified"	disorders of synovium and tendon	disorders of synovium and tendon
M68	disorders of synovium and tendon in diseases classified elsewhere;synovitis and tenosynovitis in bacterial diseases classified elsewhere;other disorders of synovium and tendon in diseases classified elsewhere	disorders of synovium and tendon in diseases classified elsewhere	disorders of synovium and tendon in diseases classified elsewhere
M70	"soft tissue disorders related to use, overuse and pressure;chronic crepitant synovitis of hand and wrist;bursitis of hand;olecranon bursitis;other bursitis of elbow;prepatellar bursitis;other bursitis of knee;trochanteric bursitis;other bursitis of hip;other soft tissue disorders related to use, overuse and pressure;unspecified soft tissue disorder related to use, overuse and pressure"	"soft tissue disorders related to use, overuse and pressure"	"soft tissue disorders related to use, overuse and pressure"
M71	"other bursopathies;abscess of bursa;other infective bursitis;synovial cyst of popliteal space [baker];other bursal cyst;calcium deposit in bursa;other bursitis, not elsewhere classified;other specified bursopathies;bursopathy, unspecified"	bursopathies	bursopathies
M72	"fibroblastic disorders;palmar fascial fibromatosis [dupuytren];knuckle pads;plantar fascial fibromatosis;nodular fasciitis;pseudosarcomatous fibromatosis;fasciitis, not elsewhere classified;necrotizing fasciitis;other fibroblastic disorders;fibroblastic disorder, unspecified"	fibroblastic disorders	fibroblastic disorders
M73	soft tissue disorders in diseases classified elsewhere;gonococcal bursitis;syphilitic bursitis;other soft tissue disorders in diseases classified elsewhere	soft tissue disorders in diseases classified elsewhere	soft tissue disorders in diseases classified elsewhere
M75	"shoulder lesions;adhesive capsulitis of shoulder;rotator cuff syndrome;bicipital tendinitis;calcific tendinitis of shoulder;impingement syndrome of shoulder;bursitis of shoulder;tear of labrum of degenerative shoulder joint;other shoulder lesions;shoulder lesion, unspecified"	shoulder lesions	shoulder lesions
M76	"enthesopathies of lower limb, excluding foot;gluteal tendinitis;psoas tendinitis;iliac crest spur;iliotibial band syndrome;tibial collateral bursitis [pellegrini-stieda];patellar tendinitis;achilles tendinitis;peroneal tendinitis;other enthesopathies of lower limb, excluding foot;enthesopathy of lower limb, unspecified"	"enthesopathies of lower limb, excluding foot"	"enthesopathies of lower limb, excluding foot"
M77	"other enthesopathies;medial epicondylitis;lateral epicondylitis;periarthritis of wrist;calcaneal spur;metatarsalgia;other enthesopathy of foot;other enthesopathies, not elsewhere classified;enthesopathy, unspecified"	enthesopathies	enthesopathies
M79	"other soft tissue disorders, not elsewhere classified;rheumatism, unspecified;myalgia;neuralgia and neuritis, unspecified;panniculitis, unspecified;hypertrophy of (infrapatellar) fat pad;residual foreign body in soft tissue;pain in limb;fibromyalgia;other specified soft tissue disorders;soft tissue disorder, unspecified"	"soft tissue disorders, not elsewhere classified"	soft tissue disorders
